ano,mes,data,regiao,uf,cultura,area_plantada_ha,producao_toneladas,produtividade,chuva_mm,temperatura_media,valor_producao,exportacoes,nivel_produtividade
2016,11,2016-11-01,Norte,PA,Algodão,71933.44,56130.3,41.82,125.8,21.1,172809211.2,66950.38,Baixo
2016,11,2016-11-01,Norte,RO,Arroz,68777.44,4750.05,56.79,231.4,20.3,434085910.54,95349.09,Baixo
2016,11,2016-11-01,Norte,TO,Milho,52390.99,430537.39,27.68,115.5,30.8,94093566.15,18807.41,Baixo
2016,11,2016-11-01,Nordeste,BA,Algodão,42169.56,496232.77,60.87,94.0,27.2,258975446.11,152596.21,Alto
2016,11,2016-11-01,Nordeste,BA,Café,34653.03,115978.69,26.13,39.4,27.3,2936430.57,12208.45,Baixo
2016,11,2016-11-01,Nordeste,PE,Milho,62334.77,346866.39,30.41,153.6,19.6,120771541.84,226827.88,Baixo
2016,11,2016-11-01,Nordeste,PE,Algodão,9193.6,12696.68,17.79,118.0,18.1,349850222.09,87661.07,Muito Alto
2016,11,2016-11-01,Nordeste,CE,Cana-de-açúcar,9648.76,433454.85,31.34,51.4,25.8,143968800.92,227172.47,Baixo
2016,11,2016-11-01,Nordeste,CE,Feijão,14359.64,245210.13,33.94,23.5,30.9,383666583.23,169732.41,Médio
2016,11,2016-11-01,Nordeste,MA,Milho,68643.53,103414.88,59.94,230.9,22.4,255815243.18,165874.64,Muito Alto
2016,11,2016-11-01,Nordeste,PB,Arroz,66489.71,100915.62,24.63,94.0,23.9,66525697.64,159430.96,Alto
2016,11,2016-11-01,Centro-Oeste,DF,Café,38713.27,496403.79,21.8,112.8,26.5,28737395.05,38177.25,Muito Alto
2016,11,2016-11-01,Centro-Oeste,GO,Algodão,67483.15,271133.92,77.24,44.3,24.6,28646300.28,3671.0,Médio
2016,11,2016-11-01,Centro-Oeste,GO,Cana-de-açúcar,69590.63,307586.59,40.39,37.7,20.4,411555155.45,109389.97,Muito Alto
2016,11,2016-11-01,Centro-Oeste,MT,Arroz,24912.94,225696.19,7.53,96.8,25.8,322348744.36,17482.73,Médio
2016,11,2016-11-01,Centro-Oeste,MS,Feijão,76996.49,435512.74,77.72,183.3,18.2,170592747.98,105849.07,Alto
2016,11,2016-11-01,Sudeste,SP,Arroz,20527.45,336103.24,73.79,236.0,26.4,467967708.38,115701.3,Alto
2016,11,2016-11-01,Sudeste,SP,Feijão,5816.01,404778.97,31.2,171.5,23.3,469092675.35,241843.19,Baixo
2016,11,2016-11-01,Sudeste,SP,Soja,41609.81,474340.04,54.82,80.6,24.5,476434946.44,36401.29,Médio
2016,11,2016-11-01,Sudeste,RJ,Feijão,41692.87,459974.38,32.69,147.2,23.8,311132015.48,10023.11,Médio
2016,11,2016-11-01,Sudeste,RJ,Arroz,60311.18,294423.35,18.35,105.9,21.7,15651509.34,189558.35,Alto
2016,11,2016-11-01,Sudeste,RJ,Milho,69730.74,496685.58,3.77,69.5,27.7,440385107.99,15582.82,Muito Alto
2016,11,2016-11-01,Sudeste,RJ,Arroz,50457.51,484518.02,37.05,164.8,30.6,350686501.6,161316.52,Muito Alto
2016,11,2016-11-01,Sudeste,MG,Arroz,31513.76,364019.16,18.54,80.0,25.5,8040681.99,176520.9,Baixo
2016,11,2016-11-01,Sudeste,MG,Soja,35507.72,49158.26,36.52,118.2,21.5,195816702.94,12207.15,Médio
2016,11,2016-11-01,Sudeste,MG,Arroz,45679.24,266220.12,6.15,171.2,20.9,88953121.59,110487.43,Muito Alto
2016,11,2016-11-01,Sudeste,ES,Milho,17006.46,74136.62,48.38,122.9,31.3,294407229.54,207567.86,Médio
2016,11,2016-11-01,Sudeste,ES,Cana-de-açúcar,18254.9,336718.7,52.57,233.9,32.5,168524835.83,245640.51,Médio
2016,11,2016-11-01,Sudeste,ES,Soja,53510.79,244840.34,11.47,111.7,23.8,306013465.67,246636.02,Baixo
2016,11,2016-11-01,Sul,PR,Feijão,48539.05,103663.54,55.1,135.9,25.2,483289755.01,248407.46,Baixo
2016,11,2016-11-01,Sul,PR,Soja,17840.43,225516.73,69.57,53.8,25.2,414169734.57,23242.61,Médio
2016,11,2016-11-01,Sul,SC,Milho,47171.96,331687.19,36.88,102.1,26.1,39159910.86,155680.18,Alto
2016,11,2016-11-01,Sul,SC,Algodão,55265.43,141430.39,37.61,130.6,25.9,133481530.21,186598.54,Médio
2016,11,2016-11-01,Sul,RS,Soja,48072.65,178657.31,65.45,68.1,22.9,490996299.4,242285.32,Muito Alto
2016,11,2016-11-01,Sul,RS,Feijão,3522.39,66101.68,34.98,62.4,28.1,341311396.29,211213.31,Médio
2016,12,2016-12-01,Norte,AM,Café,21927.18,331729.86,51.71,93.0,19.6,450552376.61,194296.85,Alto
2016,12,2016-12-01,Norte,PA,Arroz,69393.23,362756.24,19.86,105.8,20.4,44114341.45,187478.16,Baixo
2016,12,2016-12-01,Norte,PA,Soja,76220.23,356648.99,56.57,92.7,16.3,46616276.3,133983.88,Alto
2016,12,2016-12-01,Norte,RO,Milho,26017.76,72267.9,50.97,104.7,33.4,256767628.39,235787.27,Médio
2016,12,2016-12-01,Norte,TO,Soja,31308.32,331821.39,63.45,74.8,24.7,451790881.54,162356.21,Médio
2016,12,2016-12-01,Nordeste,BA,Cana-de-açúcar,48599.22,202730.99,41.47,61.4,30.4,275489812.01,193905.33,Alto
2016,12,2016-12-01,Nordeste,BA,Soja,27555.61,380931.15,28.39,58.2,26.4,243414716.67,138171.67,Alto
2016,12,2016-12-01,Nordeste,PE,Milho,50172.19,405934.12,44.98,241.5,28.1,102807248.97,23481.87,Baixo
2016,12,2016-12-01,Nordeste,PE,Soja,69796.37,159383.57,20.63,58.2,25.8,397752664.19,10134.25,Muito Alto
2016,12,2016-12-01,Nordeste,CE,Cana-de-açúcar,41713.44,245591.48,71.37,112.3,17.9,411151440.51,122773.99,Médio
2016,12,2016-12-01,Nordeste,CE,Milho,44366.22,277968.77,36.53,96.1,26.8,40192265.78,159971.01,Baixo
2016,12,2016-12-01,Nordeste,MA,Milho,63491.85,157730.12,58.26,270.1,31.3,349398820.98,186662.49,Alto
2016,12,2016-12-01,Nordeste,PB,Algodão,20305.22,449722.51,47.13,36.9,22.1,138603772.56,1794.76,Médio
2016,12,2016-12-01,Centro-Oeste,DF,Café,33633.69,382359.91,6.47,78.2,25.0,272068112.11,145157.62,Muito Alto
2016,12,2016-12-01,Centro-Oeste,GO,Cana-de-açúcar,10307.98,49775.76,21.56,294.9,31.9,143300793.81,50121.62,Muito Alto
2016,12,2016-12-01,Centro-Oeste,GO,Milho,52103.3,43994.65,10.74,17.7,22.1,288432189.17,20100.52,Baixo
2016,12,2016-12-01,Centro-Oeste,MT,Cana-de-açúcar,24257.32,283320.81,27.46,68.4,25.7,105092784.01,25109.86,Alto
2016,12,2016-12-01,Centro-Oeste,MS,Milho,29705.41,116815.48,59.72,102.4,22.5,161686921.2,110869.78,Alto
2016,12,2016-12-01,Sudeste,SP,Café,76779.93,317363.51,23.01,140.5,25.4,23746978.95,222884.92,Muito Alto
2016,12,2016-12-01,Sudeste,SP,Arroz,38912.26,295981.44,37.76,95.0,18.9,286427976.09,187210.52,Muito Alto
2016,12,2016-12-01,Sudeste,SP,Cana-de-açúcar,50389.15,280456.6,7.94,51.0,28.8,213043793.14,68333.66,Muito Alto
2016,12,2016-12-01,Sudeste,RJ,Milho,1965.23,395129.07,13.88,52.4,26.7,91356663.91,109132.34,Baixo
2016,12,2016-12-01,Sudeste,RJ,Soja,24223.26,1746.46,67.85,128.9,23.3,458928085.5,22530.9,Alto
2016,12,2016-12-01,Sudeste,RJ,Café,57717.26,460005.31,25.93,108.9,28.3,102956281.76,50962.27,Baixo
2016,12,2016-12-01,Sudeste,RJ,Algodão,13768.44,28733.61,6.66,34.2,25.7,21014254.82,129358.85,Médio
2016,12,2016-12-01,Sudeste,MG,Café,65233.44,388234.34,57.64,51.3,32.8,386535104.32,237579.84,Alto
2016,12,2016-12-01,Sudeste,MG,Algodão,42197.27,52892.72,72.15,66.8,23.1,174748651.13,114169.26,Baixo
2016,12,2016-12-01,Sudeste,MG,Milho,54250.24,307338.22,68.37,61.9,25.8,317044265.88,152249.67,Muito Alto
2016,12,2016-12-01,Sudeste,ES,Milho,48531.4,160554.34,38.14,74.7,25.9,402173910.2,205594.69,Baixo
2016,12,2016-12-01,Sudeste,ES,Cana-de-açúcar,23894.33,400000.45,47.35,75.1,32.4,325360489.84,226843.45,Muito Alto
2016,12,2016-12-01,Sudeste,ES,Café,46900.08,59943.18,25.69,146.5,25.7,276455044.74,204513.39,Médio
2016,12,2016-12-01,Sul,PR,Feijão,51674.51,204034.54,48.84,128.9,25.0,454613563.88,83446.42,Médio
2016,12,2016-12-01,Sul,PR,Soja,647.5,357395.48,22.01,22.5,28.7,350390467.81,11318.19,Alto
2016,12,2016-12-01,Sul,SC,Café,61576.13,152753.13,77.13,127.7,24.6,117352561.46,100573.04,Médio
2016,12,2016-12-01,Sul,SC,Soja,57766.55,310544.8,72.9,122.2,36.4,351146247.69,127402.84,Muito Alto
2016,12,2016-12-01,Sul,RS,Café,71709.99,360024.54,17.81,39.8,20.7,353083316.89,249558.1,Alto
2016,12,2016-12-01,Sul,RS,Milho,70242.23,282359.86,61.06,70.6,29.0,473430696.25,84147.64,Médio
2017,1,2017-01-01,Norte,AM,Arroz,3315.0,284454.92,79.33,221.6,25.8,304448287.29,85512.85,Muito Alto
2017,1,2017-01-01,Norte,PA,Milho,56380.49,299556.91,41.17,72.1,24.4,117631729.47,90696.36,Baixo
2017,1,2017-01-01,Norte,PA,Cana-de-açúcar,49248.25,33964.51,79.44,126.9,25.5,221793538.2,66184.66,Alto
2017,1,2017-01-01,Norte,RO,Algodão,79705.55,276092.18,17.7,59.3,25.2,376874762.3,125582.04,Médio
2017,1,2017-01-01,Norte,TO,Algodão,25129.1,250257.33,12.88,58.5,30.8,77376807.93,169399.26,Baixo
2017,1,2017-01-01,Nordeste,BA,Cana-de-açúcar,3907.43,213323.51,6.64,11.5,27.7,396962646.44,110853.84,Alto
2017,1,2017-01-01,Nordeste,BA,Soja,5818.57,197635.69,22.89,144.5,35.6,44944595.93,152443.33,Baixo
2017,1,2017-01-01,Nordeste,PE,Arroz,58141.78,334507.01,30.32,125.5,16.5,289996107.65,237548.15,Alto
2017,1,2017-01-01,Nordeste,PE,Soja,1712.28,480092.95,45.4,76.1,28.3,20095535.1,111149.4,Muito Alto
2017,1,2017-01-01,Nordeste,CE,Café,26487.43,480364.35,28.0,62.7,18.1,351389398.53,215114.75,Médio
2017,1,2017-01-01,Nordeste,CE,Feijão,54877.77,329515.02,53.33,85.4,29.0,173794870.26,224430.62,Médio
2017,1,2017-01-01,Nordeste,MA,Cana-de-açúcar,7856.04,216601.12,54.36,65.7,23.6,139081633.72,46568.61,Médio
2017,1,2017-01-01,Nordeste,PB,Café,23063.07,276532.01,49.67,184.7,30.9,150516117.89,214968.35,Alto
2017,1,2017-01-01,Centro-Oeste,DF,Milho,64566.74,52905.04,26.58,78.9,26.0,3382830.83,147262.92,Baixo
2017,1,2017-01-01,Centro-Oeste,GO,Algodão,59358.47,390799.35,71.85,143.5,25.5,484928398.59,207107.71,Alto
2017,1,2017-01-01,Centro-Oeste,GO,Café,61783.52,83683.07,15.43,104.8,22.4,324927767.42,97913.62,Baixo
2017,1,2017-01-01,Centro-Oeste,MT,Arroz,48703.91,66865.06,39.86,8.0,27.7,480310409.0,76176.91,Baixo
2017,1,2017-01-01,Centro-Oeste,MS,Feijão,46196.83,471765.46,45.42,162.9,26.8,311674510.36,14862.96,Muito Alto
2017,1,2017-01-01,Sudeste,SP,Feijão,15094.88,317698.59,14.05,93.6,26.3,39232549.48,156570.25,Muito Alto
2017,1,2017-01-01,Sudeste,SP,Cana-de-açúcar,78412.42,492106.38,53.93,99.5,23.6,119359174.52,240287.41,Muito Alto
2017,1,2017-01-01,Sudeste,SP,Café,14609.02,10440.94,28.09,87.0,20.5,320404264.94,223594.46,Baixo
2017,1,2017-01-01,Sudeste,RJ,Cana-de-açúcar,57739.08,257336.1,79.24,149.5,23.0,182252364.25,159783.22,Baixo
2017,1,2017-01-01,Sudeste,RJ,Café,68730.89,424765.3,36.99,39.6,27.2,388036170.18,90758.14,Muito Alto
2017,1,2017-01-01,Sudeste,RJ,Milho,72575.16,24569.04,30.62,55.0,22.9,416234270.9,215486.33,Alto
2017,1,2017-01-01,Sudeste,RJ,Milho,51973.28,116647.44,44.8,105.5,24.3,496164318.89,65982.01,Muito Alto
2017,1,2017-01-01,Sudeste,MG,Arroz,49055.46,486588.28,37.53,156.4,22.5,102455207.06,3574.03,Baixo
2017,1,2017-01-01,Sudeste,MG,Café,8299.3,320599.24,18.43,97.6,18.9,217418465.65,69341.6,Médio
2017,1,2017-01-01,Sudeste,MG,Arroz,18168.49,274028.83,42.41,118.0,21.3,200301379.55,1527.74,Muito Alto
2017,1,2017-01-01,Sudeste,ES,Café,13436.14,136874.08,7.92,120.0,28.6,175897904.47,155010.71,Alto
2017,1,2017-01-01,Sudeste,ES,Café,61600.2,202354.12,59.72,139.2,27.5,112498901.85,204340.62,Médio
2017,1,2017-01-01,Sudeste,ES,Algodão,77120.76,169376.01,71.5,81.7,23.6,109088070.36,8040.44,Médio
2017,1,2017-01-01,Sul,PR,Arroz,7185.23,447407.84,63.56,73.9,32.2,379602816.23,192259.23,Baixo
2017,1,2017-01-01,Sul,PR,Algodão,62888.76,495594.06,36.18,83.1,28.7,276153200.43,36974.64,Médio
2017,1,2017-01-01,Sul,SC,Milho,65488.15,146652.7,2.77,106.7,23.8,35239936.36,207671.01,Baixo
2017,1,2017-01-01,Sul,SC,Cana-de-açúcar,63799.32,383995.23,46.08,16.2,25.0,494939285.88,226105.53,Baixo
2017,1,2017-01-01,Sul,RS,Milho,32088.03,118416.19,78.01,148.7,21.8,30863888.26,163854.39,Muito Alto
2017,1,2017-01-01,Sul,RS,Cana-de-açúcar,11480.82,352996.66,55.42,59.5,26.7,157161907.42,41946.72,Médio
2017,2,2017-02-01,Norte,AM,Milho,20188.89,56762.76,60.98,208.7,29.0,242536484.11,214731.33,Alto
2017,2,2017-02-01,Norte,PA,Café,65344.06,186213.24,55.5,91.7,26.1,66026617.1,44858.17,Alto
2017,2,2017-02-01,Norte,PA,Feijão,49790.53,19135.11,33.13,133.7,25.6,248139493.11,77783.53,Muito Alto
2017,2,2017-02-01,Norte,RO,Milho,76195.53,222821.74,45.98,140.0,24.5,394217910.83,211974.83,Muito Alto
2017,2,2017-02-01,Norte,TO,Arroz,29859.18,6273.65,69.03,149.6,21.8,382098460.02,169446.58,Alto
2017,2,2017-02-01,Nordeste,BA,Feijão,34697.85,430177.14,12.48,277.7,25.7,29089135.32,191512.8,Baixo
2017,2,2017-02-01,Nordeste,BA,Milho,33631.52,371799.4,43.48,78.2,22.2,397747732.98,192049.34,Muito Alto
2017,2,2017-02-01,Nordeste,PE,Milho,2379.84,216788.35,6.64,75.8,28.7,166575348.7,169879.95,Médio
2017,2,2017-02-01,Nordeste,PE,Café,62357.1,140479.8,45.11,27.8,27.8,32001726.41,20470.31,Médio
2017,2,2017-02-01,Nordeste,CE,Cana-de-açúcar,51320.09,358360.26,19.94,62.2,32.5,79993572.11,154819.98,Médio
2017,2,2017-02-01,Nordeste,CE,Cana-de-açúcar,35636.87,31332.91,78.08,158.0,24.4,156899788.1,234874.32,Alto
2017,2,2017-02-01,Nordeste,MA,Cana-de-açúcar,74512.49,476122.88,19.61,137.9,23.4,173539495.79,99837.47,Baixo
2017,2,2017-02-01,Nordeste,PB,Algodão,16885.46,156171.84,60.84,72.0,24.8,420526123.3,351.47,Médio
2017,2,2017-02-01,Centro-Oeste,DF,Feijão,29060.06,155923.96,53.17,103.8,25.4,200754581.28,147269.47,Baixo
2017,2,2017-02-01,Centro-Oeste,GO,Milho,25143.34,341132.4,55.84,66.2,30.6,106931401.12,169574.61,Muito Alto
2017,2,2017-02-01,Centro-Oeste,GO,Soja,34782.95,355682.35,65.48,91.7,31.3,27560939.48,131297.95,Médio
2017,2,2017-02-01,Centro-Oeste,MT,Soja,78686.06,372167.02,76.37,84.3,26.4,474970126.94,181137.5,Alto
2017,2,2017-02-01,Centro-Oeste,MS,Soja,8648.05,165826.83,57.46,135.4,25.3,83313257.99,109498.39,Baixo
2017,2,2017-02-01,Sudeste,SP,Soja,19469.37,237683.39,44.04,59.2,24.1,274689319.32,99593.76,Médio
2017,2,2017-02-01,Sudeste,SP,Feijão,56589.05,217989.37,9.9,169.4,28.2,51317700.1,217528.99,Baixo
2017,2,2017-02-01,Sudeste,SP,Café,44161.59,31917.64,41.13,24.7,24.2,299325069.43,166710.71,Baixo
2017,2,2017-02-01,Sudeste,RJ,Arroz,26393.16,488133.26,10.0,33.8,27.5,419732991.94,74858.61,Alto
2017,2,2017-02-01,Sudeste,RJ,Algodão,42178.1,369511.78,12.86,70.5,29.4,370275004.43,146801.87,Médio
2017,2,2017-02-01,Sudeste,RJ,Café,66776.64,293132.88,76.26,42.7,22.3,382458024.89,53061.82,Baixo
2017,2,2017-02-01,Sudeste,RJ,Milho,4409.23,20022.14,64.44,69.5,31.7,228540398.06,132148.19,Baixo
2017,2,2017-02-01,Sudeste,MG,Café,54442.95,376196.03,22.32,78.2,26.1,52412992.25,41326.92,Baixo
2017,2,2017-02-01,Sudeste,MG,Algodão,61742.15,270699.71,34.38,50.4,25.5,199155723.52,151843.17,Médio
2017,2,2017-02-01,Sudeste,MG,Algodão,68440.62,276918.29,22.93,73.5,24.5,277604992.06,233206.58,Médio
2017,2,2017-02-01,Sudeste,ES,Arroz,15146.55,292728.44,43.47,15.1,21.7,366115013.27,157073.37,Baixo
2017,2,2017-02-01,Sudeste,ES,Café,5370.26,401799.66,53.25,92.8,26.5,472932788.62,73098.24,Muito Alto
2017,2,2017-02-01,Sudeste,ES,Café,75162.31,425203.26,3.4,99.5,28.6,471673662.91,167856.8,Muito Alto
2017,2,2017-02-01,Sul,PR,Soja,41618.6,413510.02,66.51,35.3,23.9,240636567.18,176866.73,Baixo
2017,2,2017-02-01,Sul,PR,Cana-de-açúcar,42929.57,387208.96,6.73,49.1,24.8,90285725.65,219132.97,Baixo
2017,2,2017-02-01,Sul,SC,Soja,62228.81,248541.33,26.93,84.7,22.7,437844958.19,13988.21,Médio
2017,2,2017-02-01,Sul,SC,Soja,19811.55,241378.82,24.16,144.0,24.5,318202101.93,214634.7,Alto
2017,2,2017-02-01,Sul,RS,Arroz,62823.07,11042.11,2.73,49.1,27.3,113682585.98,48991.56,Médio
2017,2,2017-02-01,Sul,RS,Arroz,13186.59,454062.61,9.96,120.1,21.4,448647317.33,62968.11,Baixo
2017,3,2017-03-01,Norte,AM,Milho,8407.49,474766.45,9.38,164.0,22.3,216887798.47,221136.65,Alto
2017,3,2017-03-01,Norte,PA,Algodão,69962.29,449270.15,75.04,96.2,19.9,346951778.79,73185.37,Médio
2017,3,2017-03-01,Norte,PA,Arroz,78619.5,297940.61,72.42,33.1,20.5,365784032.2,135840.58,Médio
2017,3,2017-03-01,Norte,RO,Arroz,25960.73,131710.07,31.84,195.5,21.4,444178208.06,164973.48,Alto
2017,3,2017-03-01,Norte,TO,Feijão,68196.86,456499.99,71.75,40.2,22.8,754947.71,12512.92,Alto
2017,3,2017-03-01,Nordeste,BA,Milho,28178.64,299403.74,69.63,166.1,26.2,46280704.62,219392.1,Alto
2017,3,2017-03-01,Nordeste,BA,Café,6019.62,348320.67,52.49,73.1,30.4,16729935.32,73868.43,Baixo
2017,3,2017-03-01,Nordeste,PE,Café,36014.5,229808.19,8.79,62.9,31.4,189820981.69,73341.43,Médio
2017,3,2017-03-01,Nordeste,PE,Soja,67130.23,239397.33,6.31,62.6,29.5,480499607.1,18882.33,Médio
2017,3,2017-03-01,Nordeste,CE,Feijão,67916.15,369932.12,47.17,88.7,25.2,7358689.35,38580.97,Alto
2017,3,2017-03-01,Nordeste,CE,Algodão,46806.77,352135.64,61.23,164.1,34.8,391001123.25,69297.66,Alto
2017,3,2017-03-01,Nordeste,MA,Algodão,52877.35,1932.0,17.83,18.2,30.9,168449741.6,58655.93,Alto
2017,3,2017-03-01,Nordeste,PB,Café,3930.66,68190.25,24.58,165.8,20.2,253692999.26,128163.75,Muito Alto
2017,3,2017-03-01,Centro-Oeste,DF,Cana-de-açúcar,13426.63,489158.25,31.81,30.1,25.1,397746252.84,239015.41,Muito Alto
2017,3,2017-03-01,Centro-Oeste,GO,Feijão,51382.26,396230.2,38.43,187.8,26.8,335181302.92,96101.35,Médio
2017,3,2017-03-01,Centro-Oeste,GO,Feijão,16501.96,54256.54,69.1,261.7,31.2,27721015.15,66368.31,Médio
2017,3,2017-03-01,Centro-Oeste,MT,Arroz,50690.95,242289.58,3.89,139.3,26.2,8759766.97,24738.89,Baixo
2017,3,2017-03-01,Centro-Oeste,MS,Feijão,3111.77,449520.46,56.07,238.6,24.6,318863635.57,106631.47,Médio
2017,3,2017-03-01,Sudeste,SP,Feijão,4857.78,21651.75,8.37,170.9,26.4,99693680.91,200038.8,Baixo
2017,3,2017-03-01,Sudeste,SP,Algodão,63661.5,441595.13,19.22,28.1,26.9,250846853.77,117876.53,Baixo
2017,3,2017-03-01,Sudeste,SP,Arroz,39553.74,113835.75,1.93,77.8,25.1,5529447.99,169107.21,Alto
2017,3,2017-03-01,Sudeste,RJ,Algodão,63798.43,266148.11,9.1,69.0,31.2,126485163.1,72275.64,Muito Alto
2017,3,2017-03-01,Sudeste,RJ,Milho,74666.98,122367.81,41.78,185.9,20.7,225479332.9,219164.8,Muito Alto
2017,3,2017-03-01,Sudeste,RJ,Milho,13361.23,54238.4,24.87,83.0,27.3,479253126.83,125574.58,Muito Alto
2017,3,2017-03-01,Sudeste,RJ,Soja,6898.93,164739.56,46.25,129.1,20.9,424390318.39,177179.67,Alto
2017,3,2017-03-01,Sudeste,MG,Algodão,635.35,259020.81,62.9,79.2,25.7,81761255.45,11573.11,Baixo
2017,3,2017-03-01,Sudeste,MG,Algodão,33005.51,452150.16,15.34,107.6,31.6,492986648.75,132415.33,Médio
2017,3,2017-03-01,Sudeste,MG,Soja,17139.51,466894.84,57.62,272.5,24.0,86069865.72,17310.95,Médio
2017,3,2017-03-01,Sudeste,ES,Milho,37618.34,93860.7,10.81,218.2,30.5,73038249.32,201717.4,Muito Alto
2017,3,2017-03-01,Sudeste,ES,Feijão,55855.81,412400.99,64.77,79.5,26.6,478816618.11,182807.06,Alto
2017,3,2017-03-01,Sudeste,ES,Soja,65872.59,377060.06,9.77,86.4,26.5,2618819.74,103766.31,Baixo
2017,3,2017-03-01,Sul,PR,Soja,51957.64,190202.04,52.36,138.1,24.5,86882656.19,156372.82,Alto
2017,3,2017-03-01,Sul,PR,Café,63151.45,146882.96,43.35,31.2,24.4,296282363.76,44929.04,Baixo
2017,3,2017-03-01,Sul,SC,Café,30611.41,326580.94,30.91,121.4,23.2,306929851.26,28551.61,Alto
2017,3,2017-03-01,Sul,SC,Milho,69117.27,208919.31,27.68,100.8,23.9,178006855.19,55625.65,Médio
2017,3,2017-03-01,Sul,RS,Feijão,10583.31,492981.47,39.27,134.5,25.3,311550777.67,30357.38,Médio
2017,3,2017-03-01,Sul,RS,Cana-de-açúcar,15388.66,140478.5,8.27,116.8,35.0,238105613.18,188335.78,Muito Alto
2017,4,2017-04-01,Norte,AM,Feijão,7189.65,369726.32,54.01,106.0,24.5,313955415.51,165770.94,Alto
2017,4,2017-04-01,Norte,PA,Arroz,77090.56,84527.59,52.68,93.2,24.3,322907872.13,124290.91,Alto
2017,4,2017-04-01,Norte,PA,Cana-de-açúcar,46983.94,235621.4,23.9,150.7,26.9,312208330.56,103127.01,Muito Alto
2017,4,2017-04-01,Norte,RO,Milho,48281.43,163944.22,38.74,167.2,25.4,52102325.5,62774.44,Alto
2017,4,2017-04-01,Norte,TO,Arroz,14969.66,262702.56,29.18,5.8,27.8,258839367.01,20083.51,Baixo
2017,4,2017-04-01,Nordeste,BA,Arroz,13487.91,210459.02,56.86,47.2,30.5,428803861.92,21724.36,Baixo
2017,4,2017-04-01,Nordeste,BA,Café,29090.19,396219.89,15.67,117.5,30.4,200688556.21,220520.08,Médio
2017,4,2017-04-01,Nordeste,PE,Milho,18928.58,247728.38,40.51,72.1,24.0,214549274.8,101993.29,Alto
2017,4,2017-04-01,Nordeste,PE,Milho,43023.88,172637.16,43.02,39.8,23.7,143104055.14,217525.37,Baixo
2017,4,2017-04-01,Nordeste,CE,Algodão,23991.86,483339.64,60.74,62.8,21.1,130118436.66,23976.24,Muito Alto
2017,4,2017-04-01,Nordeste,CE,Café,37255.86,227888.44,49.99,122.0,24.8,166977537.2,166425.82,Médio
2017,4,2017-04-01,Nordeste,MA,Soja,63897.68,100544.28,26.66,141.5,30.2,294549257.43,19408.06,Médio
2017,4,2017-04-01,Nordeste,PB,Cana-de-açúcar,39261.06,430169.13,55.94,92.2,24.9,497570009.52,67635.04,Baixo
2017,4,2017-04-01,Centro-Oeste,DF,Café,54511.84,25564.33,55.21,271.5,26.7,48168099.31,42190.71,Médio
2017,4,2017-04-01,Centro-Oeste,GO,Cana-de-açúcar,33307.21,330377.58,79.67,14.7,33.9,296785601.16,48395.49,Alto
2017,4,2017-04-01,Centro-Oeste,GO,Feijão,37370.44,399459.0,20.93,49.0,30.8,244197143.64,137145.43,Baixo
2017,4,2017-04-01,Centro-Oeste,MT,Algodão,12853.63,376236.03,62.15,65.2,31.1,286323168.46,907.84,Baixo
2017,4,2017-04-01,Centro-Oeste,MS,Cana-de-açúcar,35449.66,325020.11,25.17,36.3,29.7,487942135.88,175795.4,Médio
2017,4,2017-04-01,Sudeste,SP,Café,37575.16,47713.03,3.21,46.0,30.2,263210674.05,115936.52,Muito Alto
2017,4,2017-04-01,Sudeste,SP,Cana-de-açúcar,54553.8,225464.12,33.62,236.0,29.3,163570851.89,166941.25,Muito Alto
2017,4,2017-04-01,Sudeste,SP,Algodão,76214.69,145664.9,28.25,55.5,27.9,134543379.69,19360.42,Baixo
2017,4,2017-04-01,Sudeste,RJ,Soja,31031.6,280719.54,58.21,70.8,25.8,221187917.18,150328.27,Muito Alto
2017,4,2017-04-01,Sudeste,RJ,Feijão,61812.66,37186.5,51.88,42.4,25.4,73168719.35,141510.18,Muito Alto
2017,4,2017-04-01,Sudeste,RJ,Feijão,24578.25,25385.57,78.14,86.1,27.2,353832649.53,224712.4,Alto
2017,4,2017-04-01,Sudeste,RJ,Algodão,29797.63,1081.52,9.21,100.7,34.5,64155752.43,46340.86,Alto
2017,4,2017-04-01,Sudeste,MG,Arroz,31570.97,479810.89,20.21,138.0,21.6,236269181.73,94697.44,Médio
2017,4,2017-04-01,Sudeste,MG,Arroz,78972.99,216210.48,74.33,63.9,26.8,301749390.05,57133.13,Muito Alto
2017,4,2017-04-01,Sudeste,MG,Feijão,77596.46,220034.03,30.21,49.4,24.8,153472478.12,188815.06,Alto
2017,4,2017-04-01,Sudeste,ES,Soja,48236.02,137663.62,44.73,42.5,25.9,213520367.35,222290.23,Alto
2017,4,2017-04-01,Sudeste,ES,Soja,35596.59,92142.35,58.77,53.3,31.7,370033673.11,180317.63,Muito Alto
2017,4,2017-04-01,Sudeste,ES,Feijão,73739.05,342349.23,10.26,69.8,29.4,429342870.88,246813.95,Muito Alto
2017,4,2017-04-01,Sul,PR,Arroz,27584.42,73820.67,43.2,60.5,31.4,451396751.99,228695.14,Alto
2017,4,2017-04-01,Sul,PR,Feijão,71249.33,198022.69,36.85,17.9,26.4,101140595.13,122240.48,Alto
2017,4,2017-04-01,Sul,SC,Arroz,72499.31,44803.0,8.43,130.9,24.6,336807104.0,205484.21,Alto
